City,Type,Area,Price,Purpose,Location,Built in year,Bedrooms,Bathrooms,price,Area_sqft,price_category,property_age_group,price_per_sqft,region
karachi,house,260 Sq. Yd.,"PKR
6.5 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,6.0,6.0,65000000.0,2340.0,High,,27777.777777777777,Sindh
karachi,flat,256 Sq. Yd.,"PKR
6.5 Crore",For Sale,"Bath Island, Karachi, Sindh",2018.0,3.0,4.0,65000000.0,2304.0,High,New,28211.805555555555,Sindh
karachi,flat,311 Sq. Yd.,"PKR
5.75 Crore",For Sale,"Clifton, Karachi, Sindh",2022.0,4.0,6.0,57500000.0,2799.0,High,New,20543.051089674886,Sindh
karachi,flat,244 Sq. Yd.,"PKR
5 Crore",For Sale,"Clifton, Karachi, Sindh",2023.0,4.0,5.0,50000000.0,2196.0,Mid,New,22768.670309653917,Sindh
karachi,flat,400 Sq. Yd.,"PKR
10 Crore",For Sale,"Clifton, Karachi, Sindh",,4.0,6.0,100000000.0,3600.0,High,,27777.777777777777,Sindh
karachi,flat,244 Sq. Yd.,"PKR
5.75 Crore",For Sale,"Clifton, Karachi, Sindh",2021.0,3.0,4.0,57500000.0,2196.0,High,New,26183.970856102005,Sindh
karachi,flat,311 Sq. Yd.,"PKR
8.9 Crore",For Sale,"Clifton, Karachi, Sindh",2023.0,4.0,6.0,89000000.0,2799.0,High,New,31797.070382279384,Sindh
karachi,house,"1,000 Sq. Yd.","PKR
45 Crore",For Sale,"DHA Defence, Karachi, Sindh",2024.0,6.0,6.0,450000000.0,9000.0,Luxury,New,50000.0,Sindh
karachi,house,666 Sq. Yd.,"PKR
32 Crore",For Sale,"DHA Defence, Karachi, Sindh",2024.0,6.0,6.0,320000000.0,5994.0,Luxury,New,53386.72005338672,Sindh
karachi,house,"1,000 Sq. Yd.","PKR
45 Crore",For Sale,"DHA Defence, Karachi, Sindh",2024.0,6.0,6.0,450000000.0,9000.0,Luxury,New,50000.0,Sindh
karachi,house,"1,000 Sq. Yd.","PKR
41 Crore",For Sale,"DHA Defence, Karachi, Sindh",2024.0,6.0,6.0,410000000.0,9000.0,Luxury,New,45555.555555555555,Sindh
karachi,house,500 Sq. Yd.,"PKR
21.5 Crore",For Sale,"DHA Defence, Karachi, Sindh",2025.0,6.0,6.0,215000000.0,4500.0,Luxury,New,47777.77777777778,Sindh
karachi,flat,106 Sq. Yd.,"PKR
60 Lakh",For Sale,"Bahria Town Karachi, Karachi, Sindh",2024.0,2.0,2.0,6000000.0,954.0,Low,New,6289.308176100629,Sindh
karachi,flat,221 Sq. Yd.,"PKR
2.65 Crore",For Sale,"Jinnah Avenue, Karachi, Sindh",2023.0,3.0,4.0,26500000.0,1989.0,Mid,New,13323.278029160381,Sindh
karachi,house,500 Sq. Yd.,"PKR
5.4 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,5.0,5.0,54000000.0,4500.0,High,,12000.0,Sindh
karachi,flat,122 Sq. Yd.,"PKR
50 Lakh",For Sale,"Bahria Town Karachi, Karachi, Sindh",2012.0,2.0,2.0,5000000.0,1098.0,Low,Moderate,4553.734061930783,Sindh
karachi,house,125 Sq. Yd.,"PKR
1.2 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,3.0,3.0,12000000.0,1125.0,Mid,,10666.666666666666,Sindh
karachi,flat,228 Sq. Yd.,"PKR
7.3 Crore",For Sale,"DHA Defence, Karachi, Sindh",2025.0,3.0,4.0,73000000.0,2052.0,High,New,35575.04873294347,Sindh
karachi,flat,111 Sq. Yd.,"PKR
3.6 Crore",For Sale,"DHA Defence, Karachi, Sindh",2025.0,1.0,2.0,36000000.0,999.0,Mid,New,36036.036036036036,Sindh
karachi,flat,133 Sq. Yd.,"PKR
3.15 Crore",For Sale,"DHA Defence, Karachi, Sindh",,1.0,1.0,31500000.0,1197.0,Mid,,26315.78947368421,Sindh
karachi,flat,356 Sq. Yd.,"PKR
10.5 Crore",For Sale,"Bath Island, Karachi, Sindh",2025.0,4.0,6.0,105000000.0,3204.0,High,New,32771.535580524345,Sindh
karachi,flat,244 Sq. Yd.,"PKR
4.25 Crore",For Sale,"Clifton, Karachi, Sindh",2020.0,3.0,4.0,42500000.0,2196.0,Mid,New,19353.36976320583,Sindh
karachi,flat,158 Sq. Yd.,"PKR
5.6 Crore",For Sale,"DHA Defence, Karachi, Sindh",,2.0,2.0,56000000.0,1422.0,High,,39381.15330520394,Sindh
karachi,flat,289 Sq. Yd.,"PKR
6.25 Crore",For Sale,"Bath Island, Karachi, Sindh",2023.0,4.0,6.0,62500000.0,2601.0,High,New,24029.219530949635,Sindh
karachi,flat,244 Sq. Yd.,"PKR
7.5 Crore",For Sale,"Bath Island, Karachi, Sindh",2018.0,3.0,4.0,75000000.0,2196.0,High,New,34153.00546448088,Sindh
karachi,flat,244 Sq. Yd.,"PKR
5.75 Crore",For Sale,"Bath Island, Karachi, Sindh",2024.0,3.0,4.0,57500000.0,2196.0,High,New,26183.970856102005,Sindh
karachi,flat,236 Sq. Yd.,"PKR
3.65 Crore",For Sale,"Clifton, Karachi, Sindh",,3.0,4.0,36500000.0,2124.0,Mid,,17184.557438794727,Sindh
karachi,flat,144 Sq. Yd.,"PKR
3.15 Crore",For Sale,"Clifton, Karachi, Sindh",2024.0,2.0,3.0,31500000.0,1296.0,Mid,New,24305.555555555555,Sindh
karachi,flat,244 Sq. Yd.,"PKR
8.1 Crore",For Sale,"Civil Lines, Karachi, Sindh",2017.0,3.0,4.0,81000000.0,2196.0,High,New,36885.24590163935,Sindh
karachi,flat,256 Sq. Yd.,"PKR
4.9 Crore",For Sale,"Clifton, Karachi, Sindh",2024.0,3.0,4.0,49000000.0,2304.0,Mid,New,21267.36111111111,Sindh
karachi,flat,311 Sq. Yd.,"PKR
9.45 Crore",For Sale,"Bath Island, Karachi, Sindh",2023.0,4.0,6.0,94500000.0,2799.0,High,New,33762.0578778135,Sindh
karachi,flat,156 Sq. Yd.,"PKR
2.25 Crore",For Sale,"Jamshed Town, Karachi, Sindh",2006.0,3.0,3.0,22500000.0,1404.0,Mid,Moderate,16025.641025641025,Sindh
karachi,house,111 Sq. Yd.,"PKR
3.75 Crore",For Sale,"DHA Defence, Karachi, Sindh",,1.0,2.0,37500000.0,999.0,Mid,,37537.53753753754,Sindh
karachi,house,200 Sq. Yd.,"PKR
1.63 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,3.0,3.0,16299999.999999998,1800.0,Mid,,9055.555555555555,Sindh
karachi,house,272 Sq. Yd.,"PKR
3.4 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2025.0,5.0,6.0,34000000.0,2448.0,Mid,New,13888.888888888889,Sindh
karachi,house,"1,000 Sq. Yd.","PKR
15.5 Crore",For Sale,"DHA Defence, Karachi, Sindh",2013.0,8.0,7.0,155000000.0,9000.0,High,Moderate,17222.222222222223,Sindh
karachi,upper portion,280 Sq. Yd.,"PKR
3.65 Crore",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",2018.0,4.0,4.0,36500000.0,2520.0,Mid,New,14484.126984126984,Sindh
karachi,house,235 Sq. Yd.,"PKR
1.35 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2022.0,3.0,4.0,13500000.0,2115.0,Mid,New,6382.978723404255,Sindh
karachi,house,120 Sq. Yd.,"PKR
2.25 Crore",For Sale,"Gadap Town, Karachi, Sindh",,4.0,5.0,22500000.0,1080.0,Mid,,20833.333333333332,Sindh
karachi,upper portion,240 Sq. Yd.,"PKR
2.25 Crore",For Sale,"North Nazimabad, Karachi, Sindh",2023.0,4.0,3.0,22500000.0,2160.0,Mid,New,10416.666666666666,Sindh
karachi,flat,233 Sq. Yd.,"PKR
3.1 Crore",For Sale,"North Nazimabad, Karachi, Sindh",2018.0,3.0,3.0,31000000.0,2097.0,Mid,New,14783.023366714353,Sindh
karachi,lower portion,400 Sq. Yd.,"PKR
3.25 Crore",For Sale,"North Nazimabad, Karachi, Sindh",2025.0,4.0,5.0,32500000.0,3600.0,Mid,New,9027.777777777777,Sindh
karachi,flat,128 Sq. Yd.,"PKR
4.75 Crore",For Sale,"DHA Defence, Karachi, Sindh",2024.0,2.0,3.0,47500000.0,1152.0,Mid,New,41232.63888888889,Sindh
karachi,house,206 Sq. Yd.,"PKR
9.9 Crore",For Sale,"DHA Defence, Karachi, Sindh",,2.0,4.0,99000000.0,1854.0,High,,53398.05825242718,Sindh
karachi,flat,267 Sq. Yd.,"PKR
11 Crore",For Sale,"DHA Defence, Karachi, Sindh",,3.0,4.0,110000000.0,2403.0,High,,45776.11319184353,Sindh
karachi,flat,306 Sq. Yd.,"PKR
11 Crore",For Sale,"DHA Defence, Karachi, Sindh",2018.0,3.0,4.0,110000000.0,2754.0,High,New,39941.90268700073,Sindh
karachi,house,600 Sq. Yd.,"PKR
9.5 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,9.0,6.0,95000000.0,5400.0,High,,17592.59259259259,Sindh
karachi,house,120 Sq. Yd.,"PKR
4 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,3.0,3.0,40000000.0,1080.0,Mid,,37037.03703703704,Sindh
karachi,house,120 Sq. Yd.,"PKR
4 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,4.0,5.0,40000000.0,1080.0,Mid,,37037.03703703704,Sindh
karachi,house,400 Sq. Yd.,"PKR
8.5 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",2015.0,8.0,6.0,85000000.0,3600.0,High,Moderate,23611.11111111111,Sindh
karachi,flat,183 Sq. Yd.,"PKR
2.5 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",2010.0,3.0,3.0,25000000.0,1647.0,Mid,Moderate,15179.113539769278,Sindh
karachi,house,500 Sq. Yd.,"PKR
14.5 Crore",For Sale,"DHA Defence, Karachi, Sindh",2012.0,8.0,6.0,145000000.0,4500.0,High,Moderate,32222.222222222223,Sindh
karachi,flat,200 Sq. Yd.,"PKR
4.5 Crore",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",1998.0,3.0,3.0,45000000.0,1800.0,Mid,Old,25000.0,Sindh
karachi,flat,189 Sq. Yd.,"PKR
2.9 Crore",For Sale,"DHA Defence, Karachi, Sindh",2022.0,3.0,3.0,29000000.0,1701.0,Mid,New,17048.794826572605,Sindh
karachi,flat,178 Sq. Yd.,"PKR
3.25 Crore",For Sale,"DHA Defence, Karachi, Sindh",2019.0,3.0,3.0,32500000.0,1602.0,Mid,New,20287.141073657927,Sindh
karachi,upper portion,120 Sq. Yd.,"PKR
78 Lakh",For Sale,"Nazimabad, Karachi, Sindh",,3.0,3.0,7800000.0,1080.0,Low,,7222.222222222223,Sindh
karachi,house,427 Sq. Yd.,"PKR
10.5 Crore",For Sale,"Cantt, Karachi, Sindh",,5.0,5.0,105000000.0,3843.0,High,,27322.4043715847,Sindh
karachi,house,125 Sq. Yd.,"PKR
1.25 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,3.0,3.0,12500000.0,1125.0,Mid,,11111.111111111111,Sindh
karachi,house,200 Sq. Yd.,"PKR
1.67 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2018.0,3.0,3.0,16700000.0,1800.0,Mid,New,9277.777777777777,Sindh
karachi,flat,185 Sq. Yd.,"PKR
3.25 Crore",For Sale,"DHA Defence, Karachi, Sindh",2025.0,3.0,3.0,32500000.0,1665.0,Mid,New,19519.51951951952,Sindh
karachi,house,380 Sq. Yd.,"PKR
8.25 Crore",For Sale,"DHA Defence, Karachi, Sindh",2015.0,3.0,4.0,82500000.0,3420.0,High,Moderate,24122.80701754386,Sindh
karachi,house,350 Sq. Yd.,"PKR
1.75 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,4.0,4.0,17500000.0,3150.0,Mid,,5555.555555555556,Sindh
karachi,flat,278 Sq. Yd.,"PKR
2.7 Crore",For Sale,"University Road, Karachi, Sindh",2025.0,4.0,5.0,27000000.0,2502.0,Mid,New,10791.366906474821,Sindh
karachi,house,350 Sq. Yd.,"PKR
8.5 Crore",For Sale,"Malir, Karachi, Sindh",,4.0,5.0,85000000.0,3150.0,High,,26984.126984126986,Sindh
karachi,house,120 Sq. Yd.,"PKR
2.4 Crore",For Sale,"Malir, Karachi, Sindh",2022.0,2.0,2.0,24000000.0,1080.0,Mid,New,22222.222222222223,Sindh
karachi,flat,211 Sq. Yd.,"PKR
1.75 Crore",For Sale,"Jamshed Town, Karachi, Sindh",,4.0,3.0,17500000.0,1899.0,Mid,,9215.376513954712,Sindh
karachi,house,350 Sq. Yd.,"PKR
1.5 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2023.0,4.0,5.0,15000000.0,3150.0,Mid,New,4761.9047619047615,Sindh
karachi,flat,306 Sq. Yd.,"PKR
15.5 Crore",For Sale,"DHA Defence, Karachi, Sindh",,3.0,4.0,155000000.0,2754.0,High,,56281.77196804648,Sindh
karachi,house,240 Sq. Yd.,"PKR
6.1 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",2025.0,6.0,6.0,61000000.0,2160.0,High,New,28240.74074074074,Sindh
karachi,house,400 Sq. Yd.,"PKR
8.5 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,7.0,6.0,85000000.0,3600.0,High,,23611.11111111111,Sindh
karachi,flat,273 Sq. Yd.,"PKR
8 Crore",For Sale,"Clifton, Karachi, Sindh",2025.0,3.0,4.0,80000000.0,2457.0,High,New,32560.03256003256,Sindh
karachi,house,120 Sq. Yd.,"PKR
1.35 Crore",For Sale,"Scheme 33, Karachi, Sindh",,2.0,4.0,13500000.0,1080.0,Mid,,12500.0,Sindh
karachi,flat,140 Sq. Yd.,"PKR
1.05 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,3.0,3.0,10500000.0,1260.0,Mid,,8333.333333333334,Sindh
karachi,flat,167 Sq. Yd.,"PKR
1.3 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,3.0,3.0,13000000.0,1503.0,Mid,,8649.367930805056,Sindh
karachi,house,272 Sq. Yd.,"PKR
3 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2024.0,5.0,6.0,30000000.0,2448.0,Mid,New,12254.901960784313,Sindh
karachi,house,272 Sq. Yd.,"PKR
3.25 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,5.0,6.0,32500000.0,2448.0,Mid,,13276.143790849674,Sindh
karachi,house,272 Sq. Yd.,"PKR
2.75 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,4.0,5.0,27500000.0,2448.0,Mid,,11233.660130718954,Sindh
karachi,house,500 Sq. Yd.,"PKR
5.5 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2024.0,5.0,6.0,55000000.0,4500.0,High,New,12222.222222222223,Sindh
karachi,upper portion,120 Sq. Yd.,"PKR
1.4 Crore",For Sale,"Federal B Area, Karachi, Sindh",,3.0,3.0,14000000.0,1080.0,Mid,,12962.962962962964,Sindh
karachi,flat,122 Sq. Yd.,"PKR
55 Lakh",For Sale,"Bahria Town Karachi, Karachi, Sindh",,2.0,2.0,5500000.0,1098.0,Low,,5009.1074681238615,Sindh
karachi,house,300 Sq. Yd.,"PKR
11 Crore",For Sale,"DHA Defence, Karachi, Sindh",2025.0,4.0,5.0,110000000.0,2700.0,High,New,40740.74074074074,Sindh
karachi,house,666 Sq. Yd.,"PKR
16.99 Crore",For Sale,"DHA Defence, Karachi, Sindh",2015.0,6.0,6.0,169899999.99999997,5994.0,High,Moderate,28345.011678345007,Sindh
karachi,house,500 Sq. Yd.,"PKR
9.6 Crore",For Sale,"Malir, Karachi, Sindh",2025.0,5.0,5.0,96000000.0,4500.0,High,New,21333.333333333332,Sindh
karachi,house,"1,000 Sq. Yd.","PKR
11.25 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2010.0,8.0,7.0,112500000.0,9000.0,High,Moderate,12500.0,Sindh
karachi,house,"1,000 Sq. Yd.","PKR
23 Crore",For Sale,"DHA Defence, Karachi, Sindh",2018.0,6.0,6.0,230000000.0,9000.0,Luxury,New,25555.555555555555,Sindh
karachi,flat,262 Sq. Yd.,"PKR
12.5 Crore",For Sale,"DHA Defence, Karachi, Sindh",,3.0,5.0,125000000.0,2358.0,High,,53011.02629346904,Sindh
karachi,flat,152 Sq. Yd.,"PKR
5.8 Crore",For Sale,"DHA Defence, Karachi, Sindh",,2.0,2.0,58000000.0,1368.0,High,,42397.66081871345,Sindh
karachi,house,"2,200 Sq. Yd.","PKR
16 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2024.0,6.0,7.0,160000000.0,19800.0,High,New,8080.80808080808,Sindh
karachi,house,272 Sq. Yd.,"PKR
2.75 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2022.0,5.0,6.0,27500000.0,2448.0,Mid,New,11233.660130718954,Sindh
karachi,flat,133 Sq. Yd.,"PKR
80 Lakh",For Sale,"Falaknaz Harmony, Karachi, Sindh",,2.0,2.0,8000000.0,1197.0,Low,,6683.375104427736,Sindh
karachi,house,666 Sq. Yd.,"PKR
13.25 Crore",For Sale,"DHA Defence, Karachi, Sindh",2002.0,6.0,6.0,132500000.0,5994.0,High,Moderate,22105.438772105437,Sindh
karachi,house,120 Sq. Yd.,"PKR
1.8 Crore",For Sale,"Scheme 33, Karachi, Sindh",,2.0,3.0,18000000.0,1080.0,Mid,,16666.666666666668,Sindh
karachi,flat,117 Sq. Yd.,"PKR
85 Lakh",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",2010.0,2.0,2.0,8500000.0,1053.0,Low,Moderate,8072.174738841405,Sindh
karachi,flat,144 Sq. Yd.,"PKR
1.35 Crore",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",2005.0,3.0,3.0,13500000.0,1296.0,Mid,Moderate,10416.666666666666,Sindh
karachi,house,120 Sq. Yd.,"PKR
2.05 Crore",For Sale,"Gadap Town, Karachi, Sindh",2025.0,4.0,5.0,20500000.0,1080.0,Mid,New,18981.48148148148,Sindh
karachi,house,500 Sq. Yd.,"PKR
5 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2025.0,5.0,6.0,50000000.0,4500.0,Mid,New,11111.111111111111,Sindh
karachi,house,206 Sq. Yd.,"PKR
4.55 Crore",For Sale,"North Nazimabad, Karachi, Sindh",2024.0,10.0,6.0,45500000.0,1854.0,Mid,New,24541.53182308522,Sindh
karachi,flat,135 Sq. Yd.,"PKR
2.3 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,3.0,3.0,23000000.0,1215.0,Mid,,18930.041152263373,Sindh
karachi,upper portion,120 Sq. Yd.,"PKR
48 Lakh",For Sale,"Gadap Town, Karachi, Sindh",2025.0,2.0,2.0,4800000.0,1080.0,Low,New,4444.444444444444,Sindh
karachi,house,500 Sq. Yd.,"PKR
5 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",2025.0,5.0,6.0,50000000.0,4500.0,Mid,New,11111.111111111111,Sindh
karachi,house,100 Sq. Yd.,"PKR
2.45 Crore",For Sale,"Korangi, Karachi, Sindh",2024.0,9.0,6.0,24500000.0,900.0,Mid,New,27222.222222222223,Sindh
karachi,house,600 Sq. Yd.,"PKR
11.5 Crore",For Sale,"Malir, Karachi, Sindh",,4.0,4.0,115000000.0,5400.0,High,,21296.296296296296,Sindh
karachi,flat,139 Sq. Yd.,"PKR
1.22 Crore",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",,3.0,3.0,12200000.0,1251.0,Mid,,9752.198241406875,Sindh
karachi,upper portion,240 Sq. Yd.,"PKR
2.8 Crore",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",,3.0,3.0,28000000.0,2160.0,Mid,,12962.962962962964,Sindh
karachi,lower portion,130 Sq. Yd.,"PKR
1.2 Crore",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",2025.0,2.0,3.0,12000000.0,1170.0,Mid,New,10256.410256410256,Sindh
karachi,flat,74 Sq. Yd.,"PKR
62 Lakh",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",,2.0,2.0,6200000.0,666.0,Low,,9309.309309309308,Sindh
karachi,flat,100 Sq. Yd.,"PKR
60 Lakh",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",1990.0,2.0,2.0,6000000.0,900.0,Low,Old,6666.666666666667,Sindh
karachi,flat,121 Sq. Yd.,"PKR
4.36 Crore",For Sale,"DHA Defence, Karachi, Sindh",,1.0,1.0,43600000.0,1089.0,Mid,,40036.73094582185,Sindh
karachi,flat,282 Sq. Yd.,"PKR
7 Crore",For Sale,"DHA Defence, Karachi, Sindh",2019.0,4.0,4.0,70000000.0,2538.0,High,New,27580.772261623326,Sindh
karachi,flat,206 Sq. Yd.,"PKR
2.95 Crore",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",2011.0,3.0,3.0,29500000.0,1854.0,Mid,Moderate,15911.542610571736,Sindh
karachi,flat,137 Sq. Yd.,"PKR
1.95 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,2.0,2.0,19500000.0,1233.0,Mid,,15815.085158150852,Sindh
karachi,flat,152 Sq. Yd.,"PKR
5.3 Crore",For Sale,"DHA Defence, Karachi, Sindh",2023.0,2.0,3.0,53000000.0,1368.0,High,New,38742.69005847953,Sindh
karachi,house,500 Sq. Yd.,"PKR
11.25 Crore",For Sale,"DHA Defence, Karachi, Sindh",2007.0,5.0,6.0,112500000.0,4500.0,High,Moderate,25000.0,Sindh
karachi,house,120 Sq. Yd.,"PKR
1.3 Crore",For Sale,"Korangi, Karachi, Sindh",,,,13000000.0,1080.0,Mid,,12037.037037037036,Sindh
karachi,house,550 Sq. Yd.,"PKR
21 Crore",For Sale,"Cantt, Karachi, Sindh",,5.0,5.0,210000000.0,4950.0,Luxury,,42424.242424242424,Sindh
karachi,flat,333 Sq. Yd.,"PKR
8 Crore",For Sale,"Cantt, Karachi, Sindh",,3.0,4.0,80000000.0,2997.0,High,,26693.36002669336,Sindh
karachi,flat,389 Sq. Yd.,"PKR
5.5 Crore",For Sale,"Cantt, Karachi, Sindh",,3.0,4.0,55000000.0,3501.0,High,,15709.797200799772,Sindh
karachi,flat,122 Sq. Yd.,"PKR
90 Lakh",For Sale,"Bahria Town Karachi, Karachi, Sindh",2025.0,2.0,2.0,9000000.0,1098.0,Low,New,8196.72131147541,Sindh
karachi,house,500 Sq. Yd.,"PKR
23 Crore",For Sale,"DHA Defence, Karachi, Sindh",2023.0,5.0,6.0,230000000.0,4500.0,Luxury,New,51111.11111111111,Sindh
karachi,house,400 Sq. Yd.,"PKR
8.7 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",2014.0,7.0,6.0,87000000.0,3600.0,High,Moderate,24166.666666666668,Sindh
karachi,house,375 Sq. Yd.,"PKR
7.9 Crore",For Sale,"Cantt, Karachi, Sindh",,5.0,6.0,79000000.0,3375.0,High,,23407.40740740741,Sindh
karachi,flat,306 Sq. Yd.,"PKR
3.9 Crore",For Sale,"Cantt, Karachi, Sindh",2024.0,3.0,4.0,39000000.0,2754.0,Mid,New,14161.220043572985,Sindh
karachi,flat,156 Sq. Yd.,"PKR
1.1 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",2023.0,3.0,3.0,11000000.0,1404.0,Mid,New,7834.757834757835,Sindh
karachi,flat,200 Sq. Yd.,"PKR
1.7 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,3.0,3.0,17000000.0,1800.0,Mid,,9444.444444444445,Sindh
karachi,house,272 Sq. Yd.,"PKR
3 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,4.0,5.0,30000000.0,2448.0,Mid,,12254.901960784313,Sindh
karachi,house,500 Sq. Yd.,"PKR
20 Crore",For Sale,"DHA Defence, Karachi, Sindh",,5.0,7.0,200000000.0,4500.0,High,,44444.444444444445,Sindh
karachi,flat,156 Sq. Yd.,"PKR
1.7 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",2024.0,3.0,3.0,17000000.0,1404.0,Mid,New,12108.262108262108,Sindh
karachi,flat,222 Sq. Yd.,"PKR
5.25 Crore",For Sale,"Clifton, Karachi, Sindh",2018.0,3.0,4.0,52500000.0,1998.0,High,New,26276.276276276276,Sindh
karachi,flat,222 Sq. Yd.,"PKR
6 Crore",For Sale,"Clifton, Karachi, Sindh",2017.0,3.0,4.0,60000000.0,1998.0,High,New,30030.03003003003,Sindh
karachi,house,312 Sq. Yd.,"PKR
6.4 Crore",For Sale,"DHA Defence, Karachi, Sindh",1997.0,4.0,5.0,64000000.0,2808.0,High,Old,22792.02279202279,Sindh
karachi,house,200 Sq. Yd.,"PKR
2.15 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,3.0,4.0,21500000.0,1800.0,Mid,,11944.444444444445,Sindh
karachi,flat,106 Sq. Yd.,"PKR
1.65 Crore",For Sale,"North Nazimabad, Karachi, Sindh",2020.0,2.0,2.0,16500000.0,954.0,Mid,New,17295.59748427673,Sindh
karachi,flat,157 Sq. Yd.,"PKR
6.75 Crore",For Sale,"DHA Defence, Karachi, Sindh",,2.0,3.0,67500000.0,1413.0,High,,47770.700636942674,Sindh
karachi,flat,101 Sq. Yd.,"PKR
3.5 Crore",For Sale,"DHA Defence, Karachi, Sindh",2024.0,1.0,2.0,35000000.0,909.0,Mid,New,38503.8503850385,Sindh
karachi,flat,176 Sq. Yd.,"PKR
6.32 Crore",For Sale,"DHA Defence, Karachi, Sindh",2023.0,2.0,3.0,63200000.0,1584.0,High,New,39898.9898989899,Sindh
karachi,flat,111 Sq. Yd.,"PKR
3.44 Crore",For Sale,"DHA Defence, Karachi, Sindh",,1.0,2.0,34400000.0,999.0,Mid,,34434.434434434435,Sindh
karachi,penthouse,276 Sq. Yd.,"PKR
16.92 Crore",For Sale,"DHA Defence, Karachi, Sindh",,3.0,5.0,169200000.00000003,2484.0,High,,68115.94202898552,Sindh
karachi,flat,222 Sq. Yd.,"PKR
2.9 Crore",For Sale,"Gulshan-e-Iqbal Town, Karachi, Sindh",2017.0,3.0,4.0,29000000.0,1998.0,Mid,New,14514.514514514514,Sindh
karachi,house,200 Sq. Yd.,"PKR
3.75 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,4.0,5.0,37500000.0,1800.0,Mid,,20833.333333333332,Sindh
karachi,house,600 Sq. Yd.,"PKR
12 Crore",For Sale,"DHA Defence, Karachi, Sindh",,5.0,6.0,120000000.0,5400.0,High,,22222.222222222223,Sindh
karachi,house,300 Sq. Yd.,"PKR
8.5 Crore",For Sale,"DHA Defence, Karachi, Sindh",2024.0,4.0,5.0,85000000.0,2700.0,High,New,31481.48148148148,Sindh
karachi,house,400 Sq. Yd.,"PKR
8 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",2020.0,7.0,6.0,80000000.0,3600.0,High,New,22222.222222222223,Sindh
karachi,house,500 Sq. Yd.,"PKR
9.5 Crore",For Sale,"DHA Defence, Karachi, Sindh",,4.0,4.0,95000000.0,4500.0,High,,21111.11111111111,Sindh
karachi,house,235 Sq. Yd.,"PKR
1.28 Crore",For Sale,"Bahria Town Karachi, Karachi, Sindh",,3.0,3.0,12800000.0,2115.0,Mid,,6052.0094562647755,Sindh
karachi,flat,189 Sq. Yd.,"PKR
1.5 Crore",For Sale,"Gulistan-e-Jauhar, Karachi, Sindh",,3.0,3.0,15000000.0,1701.0,Mid,,8818.342151675484,Sindh
